,Link,Code,For_rent_sale,Price,Area,Floor,Rooms,Dates
2967,https://akcern.am/en/property/13860,Code - 30557,For rent,450 USD,'Total area 101 m 2','Floor 2','Count of rooms 3',23.03.2021
2968,https://akcern.am/en/property/122,Code - 30511,For rent,"1,000 USD",'Total area 100 m 2','Floor 7','Count of rooms 3',23.03.2021
2969,https://akcern.am/en/property/7343,Code - 30860,For rent,550 USD,'Total area 95 m 2','Floor 3','Count of rooms 3',23.03.2021
2970,https://akcern.am/en/property/15063,Code - 30829,For rent,600 USD,'Total area 93 m 2','Floor 2','Count of rooms 3',23.03.2021
2971,https://akcern.am/en/property/11628,Code - 30852,For rent,500 USD,'Total area 92 m 2','Floor 13','Count of rooms 3',23.03.2021
2972,https://akcern.am/en/property/2188,Code - 30722,For rent,800 USD,'Total area 90 m 2','Floor 5','Count of rooms 3',23.03.2021
2973,https://akcern.am/en/property/13761,Code - 30613,For rent,300 USD,'Total area 88 m 2','Floor 4','Count of rooms 3',23.03.2021
2974,https://akcern.am/en/property/11573,Code - 20649,For rent,500 USD,'Total area 85 m 2','Floor 4','Count of rooms 2',23.03.2021
2975,https://akcern.am/en/property/11576,Code - 30712,For rent,800 USD,'Total area 84 m 2','Floor 4','Count of rooms 3',23.03.2021
2976,https://akcern.am/en/property/3031,Code - 30767,For rent,400 USD,'Total area 83 m 2','Floor 1','Count of rooms 3',23.03.2021
2977,https://akcern.am/en/property/11580,Code - 20733,For rent,350 USD,'Total area 80 m 2','Floor 2','Count of rooms 2',23.03.2021
2978,https://akcern.am/en/property/5236,Code - 30833,For rent,450 USD,'Total area 78 m 2','Floor 5','Count of rooms 3',23.03.2021
2979,https://akcern.am/en/property/15234,Code - 30850,For rent,400 USD,'Total area 75 m 2','Floor 4','Count of rooms 3',23.03.2021
2980,https://akcern.am/en/property/14920,Code - 30811,For rent,600 USD,'Total area 77 m 2','Floor 2','Count of rooms 3',23.03.2021
2981,https://akcern.am/en/property/15076,Code - 30831,For rent,350 USD,'Total area 73 m 2','Floor 4','Count of rooms 3',23.03.2021
2982,https://akcern.am/en/property/4262,Code - 20542,For rent,150 USD,'Total area 56 m 2','Floor 4','Count of rooms 2',23.03.2021
2983,https://akcern.am/en/property/11541,Code - 20379,For rent,700 USD,'Total area 75 m 2','Floor 2','Count of rooms 2',23.03.2021
2984,https://akcern.am/en/property/7967,Code - 30581,For rent,"1,600 USD",'Total area 108 m 2','Floor 11','Count of rooms 3',23.03.2021
2985,https://akcern.am/en/property/466,Code - 20311,For rent,"1,000 USD",'Total area 70 m 2','Floor 10','Count of rooms 2',23.03.2021
2986,https://akcern.am/en/property/14934,Code - 20546,For rent,400 USD,'Total area 68 m 2','Floor 8','Count of rooms 2',23.03.2021
2987,https://akcern.am/en/property/3069,Code - 21850,For sale,"110,000 USD",'Total area 52 m 2','Floor 8','Count of rooms 2',23.03.2021
2988,https://akcern.am/en/property/1449,Code - 10749,For sale,"30,000 USD",'Total area 41 m 2','Floor ','Count of rooms 1',23.03.2021
2989,https://akcern.am/en/property/1432,Code - 10741,For sale,"80,000 USD",'Total area 48 m 2','Floor 4','Count of rooms 1',23.03.2021
2990,https://akcern.am/en/property/11167,Code - 259946,For sale,"160,000 USD",'Total area 64 m 2','Floor 3','Count of rooms 2',23.03.2021
2991,https://akcern.am/en/property/5359,Code - 22107,For sale,"250,000 USD",'Total area 58 m 2','Floor 4','Count of rooms 2',22.03.2021
2992,https://akcern.am/en/property/14659,Code - 20483,For rent,450 USD,'Total area 76 m 2','Floor 8','Count of rooms 2',22.03.2021
2993,https://akcern.am/en/property/2055,Code - 20475,For rent,600 USD,'Total area 60 m 2','Floor 10','Count of rooms 2',22.03.2021
2994,https://akcern.am/en/property/14596,Code - 20474,For rent,"1,100 USD",'Total area 60 m 2','Floor 2','Count of rooms 2',22.03.2021
2995,https://akcern.am/en/property/568,Code - 20346,For rent,400 USD,'Total area 68 m 2','Floor 3','Count of rooms 2',22.03.2021
2996,https://akcern.am/en/property/14003,Code - 20328,For rent,800 USD,'Total area 63 m 2','Floor 6','Count of rooms 2',22.03.2021
2997,https://akcern.am/en/property/5049,Code - 20802,For rent,800 USD,'Total area 84 m 2','Floor ','Count of rooms 2',22.03.2021
2998,https://akcern.am/en/property/2455,Code - 20701,For rent,600 USD,'Total area 101 m 2','Floor 9','Count of rooms 2',22.03.2021
2999,https://akcern.am/en/property/6749,Code - 32600,For sale,"115,000 USD",'Total area 97 m 2','Floor 4','Count of rooms 3',22.03.2021
3000,https://akcern.am/en/property/10827,Code - 359740,For sale,"97,000 USD",'Total area 79 m 2','Floor 11','Count of rooms 3',22.03.2021
3001,https://akcern.am/en/property/3911,Code - 30794,For rent,600 USD,'Total area 82 m 2','Floor 3','Count of rooms 3',22.03.2021
3002,https://akcern.am/en/property/9025,Code - 30874,For rent,"1,000 USD",'Total area 72 m 2','Floor 3','Count of rooms 3',22.03.2021
3003,https://akcern.am/en/property/6316,Code - 20830,For rent,"1,400 USD",'Total area 120 m 2','Floor 6','Count of rooms 2',22.03.2021
3004,https://akcern.am/en/property/1920,Code - 80065,For rent,600 USD,'Total area 120 m 2','Floor ','Count of rooms 2',22.03.2021
3005,https://akcern.am/en/property/12087,Code - 20824,For rent,420 USD,'Total area 74 m 2','Floor 13','Count of rooms 2',22.03.2021
3006,https://akcern.am/en/property/4788,Code - 20790,For rent,450 USD,'Total area 70 m 2','Floor 4','Count of rooms 2',22.03.2021
3007,https://akcern.am/en/property/2140,Code - 20670,For rent,400 USD,'Total area 68 m 2','Floor 4','Count of rooms 2',22.03.2021
3008,https://akcern.am/en/property/221,Code - 20458,For rent,250 USD,'Total area 67 m 2','Floor ','Count of rooms 2',22.03.2021
3009,https://akcern.am/en/property/11405,Code - 11033,For sale,"100,000 USD",'Total area 83 m 2','Floor 2','Count of rooms 1',22.03.2021
3010,https://akcern.am/en/property/8949,Code - 20861,For rent,350 USD,'Total area 63 m 2','Floor 10','Count of rooms 2',22.03.2021
3011,https://akcern.am/en/property/8945,Code - 20860,For rent,900 USD,'Total area 60 m 2','Floor 10','Count of rooms 2',22.03.2021
3012,https://akcern.am/en/property/14516,Code - 20717,For rent,600 USD,'Total area 63 m 2','Floor 10','Count of rooms 2',22.03.2021
3013,https://akcern.am/en/property/4920,Code - 20800,For rent,700 USD,'Total area 61 m 2','Floor 2','Count of rooms 2',22.03.2021
3014,https://akcern.am/en/property/554,Code - 20612,For rent,250 USD,'Total area 43 m 2','Floor 1','Count of rooms 2',22.03.2021
3015,https://akcern.am/en/property/597,Code - 20623,For rent,310 USD,'Total area 54 m 2','Floor 4','Count of rooms 2',22.03.2021
3016,https://akcern.am/en/property/3872,Code - 20763,For rent,600 USD,'Total area 55 m 2','Floor 2','Count of rooms 2',22.03.2021
3017,https://akcern.am/en/property/31,Code - 20568,For rent,500 USD,'Total area 57 m 2','Floor 2','Count of rooms 2',22.03.2021
3018,https://akcern.am/en/property/10587,Code - 259650,For rent,350 USD,'Total area 51 m 2','Floor 2','Count of rooms 2',22.03.2021
3019,https://akcern.am/en/property/119,Code - 20300,For rent,600 USD,'Total area 54 m 2','Floor 2','Count of rooms 2',22.03.2021
3020,https://akcern.am/en/property/5217,Code - 20809,For rent,600 USD,'Total area 51 m 2','Floor 2','Count of rooms 2',22.03.2021
3021,https://akcern.am/en/property/14632,Code - 10340,For rent,320 USD,'Total area 40 m 2','Floor 4','Count of rooms 1',22.03.2021
3022,https://akcern.am/en/property/5467,Code - 10548,For rent,200 USD,'Total area 45 m 2','Floor ','Count of rooms 1',22.03.2021
3023,https://akcern.am/en/property/3981,Code - 10506,For rent,350 USD,'Total area 54 m 2','Floor 6','Count of rooms 1',22.03.2021
3024,https://akcern.am/en/property/3987,Code - 10507,For rent,270 USD,'Total area 43 m 2','Floor 5','Count of rooms 1',22.03.2021
3025,https://akcern.am/en/property/2193,Code - 10418,For rent,500 USD,'Total area 39 m 2','Floor 4','Count of rooms 1',22.03.2021
3026,https://akcern.am/en/property/162,Code - 10077,For rent,250 USD,'Total area 41 m 2','Floor 4','Count of rooms 1',22.03.2021
3027,https://akcern.am/en/property/593,Code - 10387,For rent,350 USD,'Total area 39 m 2','Floor 3','Count of rooms 1',22.03.2021
3028,https://akcern.am/en/property/28,Code - 20664,For rent,250 USD,'Total area 68 m 2','Floor 5','Count of rooms 2',22.03.2021
3029,https://akcern.am/en/property/8603,Code - 32753,For sale,"52,000 USD",'Total area 64 m 2','Floor 4','Count of rooms 3',22.03.2021
3030,https://akcern.am/en/property/14061,Code - 10548,For rent,300 USD,'Total area 42 m 2','Floor 6','Count of rooms 1',22.03.2021
3031,https://akcern.am/en/property/11310,Code - 20681,For rent,250 USD,'Total area 65 m 2','Floor 3','Count of rooms 2',22.03.2021
3032,https://akcern.am/en/property/11313,Code - 10409,For rent,200 USD,'Total area 45 m 2','Floor 2','Count of rooms 1',22.03.2021
3033,https://akcern.am/en/property/11314,Code - 30630,For rent,300 USD,'Total area 92 m 2','Floor 6','Count of rooms 3',22.03.2021
3034,https://akcern.am/en/property/12118,Code - 20091,For rent,250 USD,'Total area 67 m 2','Floor 13','Count of rooms 2',22.03.2021
3035,https://akcern.am/en/property/3683,Code - 10492,For rent,200 USD,'Total area 36 m 2','Floor 2','Count of rooms 1',22.03.2021
3036,https://akcern.am/en/property/2092,Code - 10409,For rent,400 USD,'Total area 33 m 2','Floor 3','Count of rooms 1',22.03.2021
3037,https://akcern.am/en/property/14968,Code - 20988,For rent,700 USD,'Total area 51 m 2','Floor 9','Count of rooms 2',22.03.2021
3038,https://akcern.am/en/property/15334,Code - 21051,For rent,500 USD,'Total area 73 m 2','Floor 7','Count of rooms 2',22.03.2021
3039,https://akcern.am/en/property/11397,Code - 10763,For rent,220 USD,'Total area 33 m 2','Floor 4','Count of rooms 1',22.03.2021
3040,https://akcern.am/en/property/14994,Code - 20997,For rent,700 USD,'Total area 72 m 2','Floor 4','Count of rooms 2',22.03.2021
3041,https://akcern.am/en/property/14053,Code - 20762,For rent,500 USD,'Total area 61 m 2','Floor 2','Count of rooms 2',22.03.2021
3042,https://akcern.am/en/property/11389,Code - 30964,For rent,500 USD,'Total area 78 m 2','Floor 8','Count of rooms 3',22.03.2021
3043,https://akcern.am/en/property/12070,Code - 40085,For rent,"1,800 USD",'Total area 197 m 2','Floor 2','Count of rooms 4',22.03.2021
