,Link,Code,For_rent_sale,Price,Area,Floor,Rooms,Dates
595,https://akcern.am/en/property/18909,Code - 360672,For sale,"160,000 USD",'Total area 100 m 2','Floor 7','Count of rooms 3',31.05.2021
596,https://akcern.am/en/property/4162,Code - 80369,For sale,"74,000 USD",'Total area 96 m 2','Floor 5','Count of rooms 3',31.05.2021
597,https://akcern.am/en/property/6165,Code - 40565,For sale,"650,000 USD",'Total area 192 m 2','Floor 8','Count of rooms 4',31.05.2021
598,https://akcern.am/en/property/18948,Code - 360705,For sale,"65,000 USD",'Total area 78 m 2','Floor 3','Count of rooms 3',31.05.2021
599,https://akcern.am/en/property/18869,Code - 260635,For sale,"125,000 USD",'Total area 74 m 2','Floor 5','Count of rooms 2',31.05.2021
600,https://akcern.am/en/property/18807,Code - 860563,For sale,"400,000 USD",'Total area 210 m 2','Floor ','Count of rooms 5',31.05.2021
601,https://akcern.am/en/property/18881,Code - 260642,For sale,"58,000 USD",'Total area 53 m 2','Floor ','Count of rooms 2',31.05.2021
602,https://akcern.am/en/property/18761,Code - 860510,For sale,"105,000 USD",'Total area 85 m 2','Floor ','Count of rooms 3',31.05.2021
603,https://akcern.am/en/property/18935,Code - 360696,For sale,"88,000 USD",'Total area 77 m 2','Floor 1','Count of rooms 3',31.05.2021
604,https://akcern.am/en/property/18767,Code - 360525,For sale,"66,000 USD",'Total area 83 m 2','Floor 7','Count of rooms 3',31.05.2021
605,https://akcern.am/en/property/10946,Code - 359862,For sale,"175,000 USD",'Total area 82 m 2','Floor 2','Count of rooms 3',31.05.2021
606,https://akcern.am/en/property/18879,Code - 160640,For sale,"100,000 USD",'Total area 45 m 2','Floor 2','Count of rooms 1',31.05.2021
607,https://akcern.am/en/property/18940,Code - 160683,For rent,250 USD,'Total area 52 m 2','Floor 8','Count of rooms 1',31.05.2021
608,https://akcern.am/en/property/3762,Code - 10494,For rent,300 USD,'Total area 40 m 2','Floor 2','Count of rooms 1',31.05.2021
609,https://akcern.am/en/property/18999,Code - 260757,For rent,900 USD,'Total area 71 m 2','Floor 2','Count of rooms 2',29.05.2021
610,https://akcern.am/en/property/18850,Code - 260614,For rent,"1,200 USD",'Total area 78 m 2','Floor 2','Count of rooms 2',29.05.2021
611,https://akcern.am/en/property/12303,Code - 160221,For sale,"53,500 USD",'Total area 52 m 2','Floor 3','Count of rooms 1',29.05.2021
612,https://akcern.am/en/property/19011,Code - 360769,For sale,"68,000 USD",'Total area 78 m 2','Floor 1','Count of rooms 3',29.05.2021
613,https://akcern.am/en/property/10959,Code - 359778,For sale,"210,000 USD",'Total area 90 m 2','Floor 5','Count of rooms 3',29.05.2021
614,https://akcern.am/en/property/9774,Code - 258810,For sale,"33,000 USD",'Total area 59 m 2','Floor 2','Count of rooms 2',29.05.2021
615,https://akcern.am/en/property/19006,Code - 260762,For rent,400 USD,'Total area 71 m 2','Floor 4','Count of rooms 2',29.05.2021
616,https://akcern.am/en/property/5855,Code - 80407,For sale,"120,000 USD",'Total area 126 m 2','Floor 2','Count of rooms 5',29.05.2021
617,https://akcern.am/en/property/6471,Code - 40573,For sale,"500,000 USD",'Total area 156 m 2','Floor 9','Count of rooms 4',29.05.2021
618,https://akcern.am/en/property/8980,Code - 22658,For sale,"63,000 USD",'Total area 53 m 2','Floor 5','Count of rooms 2',29.05.2021
619,https://akcern.am/en/property/18954,Code - 260619,For sale,"120,000 USD",'Total area 71 m 2','Floor 4','Count of rooms 2',29.05.2021
620,https://akcern.am/en/property/19004,Code - 160760,For sale,"60,000 USD",'Total area 50 m 2','Floor 6','Count of rooms 1',29.05.2021
621,https://akcern.am/en/property/18995,Code - 360752,For sale,"300,000 USD",'Total area 97 m 2','Floor 3','Count of rooms 3',29.05.2021
622,https://akcern.am/en/property/1211,Code - 40438,For sale,"120,000 USD",'Total area 113 m 2','Floor 1','Count of rooms 4',29.05.2021
623,https://akcern.am/en/property/1303,Code - 40450,For sale,"115,000 USD",'Total area 90 m 2','Floor ','Count of rooms 4',29.05.2021
624,https://akcern.am/en/property/1551,Code - 40484,For sale,"90,000 USD",'Total area 101 m 2','Floor 5','Count of rooms 4',29.05.2021
625,https://akcern.am/en/property/1661,Code - 22141,For sale,"67,000 USD",'Total area 62 m 2','Floor 12','Count of rooms 2',29.05.2021
626,https://akcern.am/en/property/1828,Code - 40501,For sale,"75,000 USD",'Total area 101 m 2','Floor 5','Count of rooms 4',29.05.2021
627,https://akcern.am/en/property/10756,Code - 859689,For sale,"95,000 USD",'Total area 105 m 2','Floor 5','Count of rooms 4',29.05.2021
628,https://akcern.am/en/property/4685,Code - 32764,For sale,"70,000 USD",'Total area 72 m 2','Floor 2','Count of rooms 3',29.05.2021
629,https://akcern.am/en/property/18766,Code - 360524,For sale,"69,990 USD",'Total area 82 m 2','Floor 8','Count of rooms 3',29.05.2021
630,https://akcern.am/en/property/9689,Code - 358698,For sale,"125,000 USD",'Total area 98 m 2','Floor 14','Count of rooms 3',29.05.2021
631,https://akcern.am/en/property/18964,Code - 260721,For sale,"67,000 USD",'Total area 64 m 2','Floor 10','Count of rooms 2',29.05.2021
632,https://akcern.am/en/property/5885,Code - 40100,For rent,450 USD,'Total area 70 m 2','Floor 1','Count of rooms 4',29.05.2021
633,https://akcern.am/en/property/9984,Code - 259071,For sale,"120,000 USD",'Total area 69 m 2','Floor 6','Count of rooms 2',28.05.2021
634,https://akcern.am/en/property/18680,Code - 360427,For sale,"115,000 USD",'Total area 92 m 2','Floor 4','Count of rooms 3',28.05.2021
635,https://akcern.am/en/property/18992,Code - 860749,For sale,"300,000 USD",'Total area 169 m 2','Floor ','Count of rooms 5',28.05.2021
636,https://akcern.am/en/property/2684,Code - 80069,For rent,300 USD,'Total area 60 m 2','Floor 1','Count of rooms 3',28.05.2021
637,https://akcern.am/en/property/4413,Code - 30509,For rent,"1,000 USD",'Total area 86 m 2','Floor 2','Count of rooms 3',28.05.2021
638,https://akcern.am/en/property/18892,Code - 260654,For sale,"158,000 USD",'Total area 58 m 2','Floor 5','Count of rooms 2',28.05.2021
639,https://akcern.am/en/property/1280,Code - 80225,For sale,"175,000 USD",'Total area 170 m 2','Floor ','Count of rooms 5',28.05.2021
640,https://akcern.am/en/property/18991,Code - 160748,For rent,500 USD,'Total area 40 m 2','Floor 4','Count of rooms 1',28.05.2021
641,https://akcern.am/en/property/12032,Code - 860092,For sale,"270,000 USD",'Total area 291 m 2','Floor ','Count of rooms 5',28.05.2021
642,https://akcern.am/en/property/6269,Code - 20615,For rent,400 USD,'Total area 52 m 2','Floor 1','Count of rooms 2',28.05.2021
643,https://akcern.am/en/property/10550,Code - 20529,For rent,500 USD,'Total area 57 m 2','Floor 4','Count of rooms 2',28.05.2021
644,https://akcern.am/en/property/7959,Code - 40599,For sale,"150,000 USD",'Total area 114 m 2','Floor 3','Count of rooms 4',28.05.2021
645,https://akcern.am/en/property/10577,Code - 259227,For rent,700 USD,'Total area 71 m 2','Floor 2','Count of rooms 2',28.05.2021
646,https://akcern.am/en/property/11174,Code - 359952,For sale,"125,000 USD",'Total area 87 m 2','Floor 2','Count of rooms 3',28.05.2021
647,https://akcern.am/en/property/1951,Code - 32169,For sale,"150,000 USD",'Total area 92 m 2','Floor 4','Count of rooms 3',28.05.2021
648,https://akcern.am/en/property/1640,Code - 32075,For sale,"145,000 USD",'Total area 93 m 2','Floor 1','Count of rooms 3',28.05.2021
649,https://akcern.am/en/property/18985,Code - 360742,For rent,170 USD,'Total area 70 m 2','Floor ','Count of rooms 3',28.05.2021
650,https://akcern.am/en/property/7747,Code - 22168,For sale,"68,000 USD",'Total area 66 m 2','Floor 1','Count of rooms 2',28.05.2021
651,https://akcern.am/en/property/18974,Code - 160731,For sale,"38,000 USD",'Total area 32 m 2','Floor 1','Count of rooms 1',28.05.2021
652,https://akcern.am/en/property/18924,Code - 460689,For sale,"354,000 USD",'Total area 95 m 2','Floor 2','Count of rooms 4',28.05.2021
653,https://akcern.am/en/property/18884,Code - 160645,For sale,"41,000 USD",'Total area 40 m 2','Floor 8','Count of rooms 1',28.05.2021
654,https://akcern.am/en/property/18970,Code - 860727,For sale,"110,000 USD",'Total area 158 m 2',,'Count of rooms 5',27.05.2021
655,https://akcern.am/en/property/9762,Code - 258796,For sale,"90,000 USD",'Total area 71 m 2','Floor 7','Count of rooms 2',27.05.2021
656,https://akcern.am/en/property/18982,Code - 860739,For sale,"105,000 USD",'Total area 120 m 2','Floor 3','Count of rooms 5',27.05.2021
657,https://akcern.am/en/property/2716,Code - 21785,For sale,"183,000 USD",'Total area 81 m 2','Floor 10','Count of rooms 2',27.05.2021
658,https://akcern.am/en/property/1351,Code - 21374,For sale,"250,000 USD",'Total area 90 m 2','Floor 18','Count of rooms 2',27.05.2021
659,https://akcern.am/en/property/18981,Code - 460738,For rent,450 USD,'Total area 109 m 2','Floor 4','Count of rooms 4',27.05.2021
660,https://akcern.am/en/property/16017,Code - 40684,For sale,"115,000 USD",'Total area 109 m 2','Floor 4','Count of rooms 4',27.05.2021
661,https://akcern.am/en/property/18980,Code - 260737,For rent,400 USD,'Total area 71 m 2','Floor 7','Count of rooms 2',27.05.2021
662,https://akcern.am/en/property/18979,Code - 260736,For sale,"120,000 USD",'Total area 57 m 2','Floor 11','Count of rooms 2',27.05.2021
663,https://akcern.am/en/property/18938,Code - 360649,For sale,"150,000 USD",'Total area 81 m 2','Floor 4','Count of rooms 3',27.05.2021
664,https://akcern.am/en/property/3270,Code - 31093,For sale,"230,000 USD",'Total area 115 m 2','Floor 8','Count of rooms 3',27.05.2021
665,https://akcern.am/en/property/8529,Code - 21515,For sale,"90,000 USD",'Total area 42 m 2','Floor 5','Count of rooms 2',27.05.2021
666,https://akcern.am/en/property/7112,Code - 80421,For sale,"53,000 USD",'Total area 77 m 2','Floor ','Count of rooms 3',27.05.2021
667,https://akcern.am/en/property/18977,Code - 260734,For sale,"38,000 USD",'Total area 61 m 2','Floor 11','Count of rooms 2',26.05.2021
668,https://akcern.am/en/property/9594,Code - 458580,For sale,"149,000 USD",'Total area 91 m 2','Floor 2','Count of rooms 4',26.05.2021
669,https://akcern.am/en/property/18963,Code - 260720,For sale,"115,000 USD",'Total area 62 m 2','Floor 2','Count of rooms 2',26.05.2021
670,https://akcern.am/en/property/18973,Code - 160730,For rent,250 USD,'Total area 42 m 2','Floor 5','Count of rooms 1',26.05.2021
671,https://akcern.am/en/property/18967,Code - 360724,For sale,"115,000 USD",'Total area 87 m 2','Floor 1','Count of rooms 3',26.05.2021
672,https://akcern.am/en/property/18962,Code - 360719,For sale,"115,000 USD",'Total area 67 m 2','Floor 3','Count of rooms 3',26.05.2021
673,https://akcern.am/en/property/18969,Code - 360726,For sale,"76,000 USD",'Total area 74 m 2','Floor 3','Count of rooms 3',26.05.2021
674,https://akcern.am/en/property/18965,Code - 260722,For sale,"100,000 USD",'Total area 76 m 2','Floor 1','Count of rooms 2',26.05.2021
675,https://akcern.am/en/property/4384,Code - 21932,For sale,"117,500 USD",'Total area 75 m 2','Floor 5','Count of rooms 2',26.05.2021
676,https://akcern.am/en/property/9227,Code - 22138,For sale,"67,000 USD",'Total area 78 m 2','Floor 7','Count of rooms 2',26.05.2021
677,https://akcern.am/en/property/18959,Code - 160716,For sale,"60,000 USD",'Total area 44 m 2','Floor 2','Count of rooms 1',26.05.2021
678,https://akcern.am/en/property/18960,Code - 260717,For rent,300 USD,'Total area 72 m 2','Floor 2','Count of rooms 2',26.05.2021
679,https://akcern.am/en/property/8671,Code - 22205,For sale,"91,000 USD",'Total area 74 m 2','Floor 4','Count of rooms 2',26.05.2021
680,https://akcern.am/en/property/9985,Code - 359072,For sale,"160,000 USD",'Total area 79 m 2','Floor 6','Count of rooms 3',26.05.2021
681,https://akcern.am/en/property/11027,Code - 159880,For sale,"56,000 USD",'Total area 48 m 2','Floor 2','Count of rooms 1',26.05.2021
682,https://akcern.am/en/property/16686,Code - 20621,For rent,530 USD,'Total area 56 m 2','Floor 2','Count of rooms 2',26.05.2021
683,https://akcern.am/en/property/13967,Code - 20397,For rent,450 USD,'Total area 64 m 2','Floor 7','Count of rooms 2',26.05.2021
684,https://akcern.am/en/property/15745,Code - 20386,For rent,500 USD,'Total area 70 m 2','Floor 2','Count of rooms 2',26.05.2021
685,https://akcern.am/en/property/15904,Code - 20439,For rent,400 USD,'Total area 56 m 2','Floor 6','Count of rooms 2',26.05.2021
686,https://akcern.am/en/property/16348,Code - 30477,For rent,400 USD,'Total area 94 m 2','Floor 6','Count of rooms 3',26.05.2021
687,https://akcern.am/en/property/16407,Code - 20584,For rent,250 USD,'Total area 54 m 2','Floor 3','Count of rooms 2',26.05.2021
688,https://akcern.am/en/property/18702,Code - 360451,For sale,"65,000 USD",'Total area 74 m 2','Floor 5','Count of rooms 3',25.05.2021
689,https://akcern.am/en/property/18701,Code - 160450,For sale,"59,000 USD",'Total area 43 m 2','Floor 4','Count of rooms 1',25.05.2021
690,https://akcern.am/en/property/9775,Code - 358811,For sale,"95,000 USD",'Total area 94 m 2','Floor 5','Count of rooms 3',25.05.2021
691,https://akcern.am/en/property/18947,Code - 260704,For sale,"50,000 USD",'Total area 55 m 2','Floor 5','Count of rooms 2',25.05.2021
692,https://akcern.am/en/property/6701,Code - 80073,For rent,"1,300 USD",'Total area 185 m 2','Floor ','Count of rooms 4',25.05.2021
693,https://akcern.am/en/property/3192,Code - 80053,For rent,800 USD,'Total area 147 m 2','Floor 3','Count of rooms 3',25.05.2021
694,https://akcern.am/en/property/16242,Code - 80445,For sale,"100,000 USD",'Total area 187 m 2','Floor ','Count of rooms 5',25.05.2021
695,https://akcern.am/en/property/2942,Code - 32503,For sale,"145,000 USD",'Total area 92 m 2','Floor 5','Count of rooms 3',25.05.2021
696,https://akcern.am/en/property/18743,Code - 260498,For rent,500 USD,'Total area 78 m 2','Floor 12','Count of rooms 2',25.05.2021
697,https://akcern.am/en/property/7326,Code - 32904,For sale,"112,000 USD",'Total area 90 m 2','Floor 5','Count of rooms 3',25.05.2021
698,https://akcern.am/en/property/6940,Code - 32892,For sale,"170,000 USD",'Total area 106 m 2','Floor 3','Count of rooms 3',25.05.2021
699,https://akcern.am/en/property/12200,Code - 360162,For sale,"87,000 USD",'Total area 100 m 2','Floor 11','Count of rooms 3',25.05.2021
700,https://akcern.am/en/property/18946,Code - 460703,For sale,"100,000 USD",'Total area 109 m 2','Floor 10','Count of rooms 4',25.05.2021
701,https://akcern.am/en/property/18805,Code - 360561,For sale,"93,000 USD",'Total area 80 m 2','Floor 2','Count of rooms 3',25.05.2021
702,https://akcern.am/en/property/13531,Code - 30551,For rent,450 USD,'Total area 80 m 2','Floor 2','Count of rooms 3',25.05.2021
703,https://akcern.am/en/property/2889,Code - 20538,For rent,400 USD,'Total area 46 m 2','Floor 5','Count of rooms 2',24.05.2021
704,https://akcern.am/en/property/181,Code - 10531,For rent,440 USD,'Total area 33 m 2','Floor 5','Count of rooms 1',24.05.2021
705,https://akcern.am/en/property/9519,Code - 358482,For sale,"156,000 USD",'Total area 96 m 2','Floor 2','Count of rooms 3',24.05.2021
706,https://akcern.am/en/property/1772,Code - 32119,For sale,"80,000 USD",'Total area 90 m 2','Floor 7','Count of rooms 3',24.05.2021
707,https://akcern.am/en/property/17924,Code - 40540,For sale,"78,000 USD",'Total area 93 m 2','Floor 5','Count of rooms 4',24.05.2021
708,https://akcern.am/en/property/18941,Code - 360690,For sale,"185,000 USD",'Total area 112 m 2','Floor 9','Count of rooms 3',24.05.2021
709,https://akcern.am/en/property/18939,Code - 160670,For rent,240 USD,'Total area 50 m 2','Floor 6','Count of rooms 1',24.05.2021
710,https://akcern.am/en/property/7191,Code - 31539,For sale,"92,000 USD",'Total area 72 m 2','Floor 5','Count of rooms 3',24.05.2021
711,https://akcern.am/en/property/13408,Code - 20545,For rent,600 USD,'Total area 93 m 2','Floor 4','Count of rooms 2',24.05.2021
712,https://akcern.am/en/property/18942,Code - 160699,For rent,250 USD,'Total area 32 m 2','Floor 2','Count of rooms 1',24.05.2021
713,https://akcern.am/en/property/10044,Code - 259421,For sale,"85,000 USD",'Total area 55 m 2','Floor 8','Count of rooms 2',24.05.2021
714,https://akcern.am/en/property/8534,Code - 11041,For sale,"60,000 USD",'Total area 36 m 2','Floor 5','Count of rooms 1',22.05.2021
715,https://akcern.am/en/property/7296,Code - 11024,For sale,"45,000 USD",'Total area 31 m 2','Floor 5','Count of rooms 1',22.05.2021
716,https://akcern.am/en/property/4459,Code - 10992,For sale,"97,000 USD",'Total area 52 m 2','Floor 4','Count of rooms 1',22.05.2021
717,https://akcern.am/en/property/2755,Code - 10903,For sale,"39,000 USD",'Total area 32 m 2','Floor 1','Count of rooms 1',22.05.2021
718,https://akcern.am/en/property/1410,Code - 10733,For sale,"120,000 USD",'Total area 37 m 2','Floor 5','Count of rooms 1',22.05.2021
719,https://akcern.am/en/property/18934,Code - 360695,For sale,"50,000 USD",'Total area 94 m 2','Floor 10','Count of rooms 3',22.05.2021
720,https://akcern.am/en/property/9405,Code - 258384,For sale,"82,000 USD",'Total area 51 m 2','Floor 7','Count of rooms 2',22.05.2021
721,https://akcern.am/en/property/1868,Code - 22186,For sale,"61,500 USD",'Total area 61 m 2','Floor 5','Count of rooms 2',22.05.2021
722,https://akcern.am/en/property/1867,Code - 22185,For sale,"61,500 USD",'Total area 61 m 2','Floor 5','Count of rooms 2',22.05.2021
723,https://akcern.am/en/property/18915,Code - 260678,For sale,"120,000 USD",'Total area 76 m 2','Floor 12','Count of rooms 2',22.05.2021
724,https://akcern.am/en/property/2799,Code - 22296,For sale,"68,000 USD",'Total area 54 m 2','Floor 1','Count of rooms 2',22.05.2021
725,https://akcern.am/en/property/6717,Code - 22599,For sale,"67,000 USD",'Total area 57 m 2','Floor 5','Count of rooms 2',22.05.2021
726,https://akcern.am/en/property/18933,Code - 260694,For rent,250 USD,'Total area 68 m 2','Floor 1','Count of rooms 2',22.05.2021
727,https://akcern.am/en/property/10045,Code - 259422,For rent,400 USD,'Total area 55 m 2','Floor 8','Count of rooms 2',22.05.2021
728,https://akcern.am/en/property/18834,Code - 360592,For rent,800 USD,'Total area 81 m 2','Floor 4','Count of rooms 3',22.05.2021
729,https://akcern.am/en/property/7184,Code - 31538,For sale,"177,000 USD",'Total area 91 m 2','Floor 3','Count of rooms 3',22.05.2021
730,https://akcern.am/en/property/3980,Code - 31184,For sale,"80,000 USD",'Total area 76 m 2','Floor 5','Count of rooms 3',22.05.2021
731,https://akcern.am/en/property/18925,Code - 160608,For rent,300 USD,'Total area 42 m 2','Floor 9','Count of rooms 1',22.05.2021
732,https://akcern.am/en/property/4983,Code - 20567,For rent,450 USD,'Total area 68 m 2','Floor 2','Count of rooms 2',22.05.2021
733,https://akcern.am/en/property/6611,Code - 10864,For sale,"43,000 USD",'Total area 48 m 2','Floor ','Count of rooms 1',22.05.2021
734,https://akcern.am/en/property/6610,Code - 10863,For sale,"43,000 USD",'Total area 48 m 2','Floor ','Count of rooms 1',22.05.2021
735,https://akcern.am/en/property/441,Code - 30360,For rent,600 USD,'Total area 81 m 2','Floor 5','Count of rooms 3',22.05.2021
736,https://akcern.am/en/property/8528,Code - 10883,For sale,"70,000 USD",'Total area 33 m 2','Floor 5','Count of rooms 1',22.05.2021
737,https://akcern.am/en/property/615,Code - 30204,For rent,800 USD,'Total area 80 m 2','Floor 4','Count of rooms 3',22.05.2021
738,https://akcern.am/en/property/614,Code - 30250,For rent,700 USD,'Total area 68 m 2','Floor 2','Count of rooms 3',22.05.2021
739,https://akcern.am/en/property/809,Code - 20852,For sale,"180,000 USD",'Total area 77 m 2','Floor 1','Count of rooms 2',22.05.2021
740,https://akcern.am/en/property/12080,Code - 20549,For rent,450 USD,'Total area 70 m 2','Floor 4','Count of rooms 2',22.05.2021
741,https://akcern.am/en/property/4190,Code - 40560,For sale,"82,000 USD",'Total area 108 m 2','Floor 4','Count of rooms 4',22.05.2021
742,https://akcern.am/en/property/8232,Code - 80513,For sale,"85,000 USD",'Total area 79 m 2','Floor ','Count of rooms 3',22.05.2021
743,https://akcern.am/en/property/7070,Code - 33088,For sale,"75,000 USD",'Total area 97 m 2','Floor 2','Count of rooms 3',22.05.2021
744,https://akcern.am/en/property/7069,Code - 33087,For sale,"75,000 USD",'Total area 97 m 2','Floor 2','Count of rooms 3',22.05.2021
745,https://akcern.am/en/property/9325,Code - 40174,For rent,"3,500 USD",'Total area 176 m 2','Floor 3','Count of rooms 4',22.05.2021
746,https://akcern.am/en/property/7937,Code - 40172,For rent,"1,000 USD",'Total area 155 m 2','Floor 3','Count of rooms 4',22.05.2021
747,https://akcern.am/en/property/1178,Code - 80218,For sale,"310,000 USD",'Total area 210 m 2','Floor ','Count of rooms 5',22.05.2021
748,https://akcern.am/en/property/482,Code - 80055,For rent,"1,500 USD",'Total area 210 m 2','Floor ','Count of rooms 5',21.05.2021
749,https://akcern.am/en/property/7009,Code - 80401,For sale,"325,000 USD",'Total area 186 m 2','Floor ','Count of rooms 4',21.05.2021
750,https://akcern.am/en/property/8013,Code - 80408,For sale,"110,000 USD",'Total area 170 m 2','Floor ','Count of rooms 8',21.05.2021
751,https://akcern.am/en/property/8012,Code - 80407,For sale,"110,000 USD",'Total area 170 m 2','Floor ','Count of rooms 8',21.05.2021
752,https://akcern.am/en/property/7352,Code - 20887,For rent,400 USD,'Total area 70 m 2','Floor 4','Count of rooms 2',21.05.2021
753,https://akcern.am/en/property/11244,Code - 11356,For sale,"70,000 USD",'Total area 43 m 2','Floor 2','Count of rooms 1',21.05.2021
754,https://akcern.am/en/property/7591,Code - 11361,For sale,"53,000 USD",'Total area 31 m 2','Floor 5','Count of rooms 1',21.05.2021
755,https://akcern.am/en/property/8633,Code - 11370,For sale,"100,000 USD",'Total area 38 m 2','Floor 2','Count of rooms 1',21.05.2021
756,https://akcern.am/en/property/7085,Code - 80551,For sale,"160,000 USD",'Total area 111 m 2','Floor 4','Count of rooms 2',21.05.2021
757,https://akcern.am/en/property/18913,Code - 260676,For rent,400 USD,'Total area 46 m 2','Floor 7','Count of rooms 2',21.05.2021
758,https://akcern.am/en/property/18664,Code - 360410,For sale,"250,000 USD",'Total area 114 m 2','Floor 8','Count of rooms 3',21.05.2021
759,https://akcern.am/en/property/12765,Code - 259867,For sale,"42,000 USD",'Total area 56 m 2','Floor 4','Count of rooms 2',21.05.2021
760,https://akcern.am/en/property/2396,Code - 30625,For rent,900 USD,'Total area 107 m 2','Floor 5','Count of rooms 3',20.05.2021
761,https://akcern.am/en/property/12469,Code - 30618,For rent,600 USD,'Total area 80 m 2','Floor ','Count of rooms 3',20.05.2021
762,https://akcern.am/en/property/12467,Code - 30615,For rent,500 USD,'Total area 88 m 2','Floor ','Count of rooms 3',20.05.2021
763,https://akcern.am/en/property/9428,Code - 358411,For sale,"73,000 USD",'Total area 69 m 2','Floor 4','Count of rooms 3',20.05.2021
764,https://akcern.am/en/property/9639,Code - 358630,For sale,"107,000 USD",'Total area 99 m 2','Floor 8','Count of rooms 3',20.05.2021
765,https://akcern.am/en/property/10059,Code - 259521,For sale,"77,000 USD",'Total area 65 m 2','Floor 4','Count of rooms 2',20.05.2021
766,https://akcern.am/en/property/18903,Code - 160665,For rent,300 USD,'Total area 41 m 2',,'Count of rooms 1',20.05.2021
767,https://akcern.am/en/property/14962,Code - 21000,For sale,"53,000 USD",'Total area 51 m 2','Floor 2','Count of rooms 2',20.05.2021
768,https://akcern.am/en/property/10923,Code - 159848,For sale,"60,000 USD",'Total area 36 m 2','Floor 2','Count of rooms 1',20.05.2021
769,https://akcern.am/en/property/10067,Code - 259530,For rent,250 USD,'Total area 55 m 2','Floor 4','Count of rooms 2',20.05.2021
770,https://akcern.am/en/property/12376,Code - 20346,For rent,800 USD,'Total area 63 m 2','Floor 4','Count of rooms 2',20.05.2021
771,https://akcern.am/en/property/7451,Code - 80425,For sale,"120,000 USD",'Total area 104 m 2','Floor ','Count of rooms 4',20.05.2021
772,https://akcern.am/en/property/8855,Code - 22654,For sale,"71,000 USD",'Total area 61 m 2','Floor 5','Count of rooms 2',20.05.2021
773,https://akcern.am/en/property/8700,Code - 33133,For sale,"142,000 USD",'Total area 96 m 2','Floor 4','Count of rooms 3',20.05.2021
774,https://akcern.am/en/property/3583,Code - 40589,For sale,"110,000 USD",'Total area 92 m 2','Floor 2','Count of rooms 4',20.05.2021
775,https://akcern.am/en/property/5732,Code - 80406,For sale,"140,000 USD",'Total area 130 m 2','Floor ','Count of rooms 4',20.05.2021
776,https://akcern.am/en/property/248,Code - 20463,For rent,550 USD,'Total area 69 m 2','Floor 2','Count of rooms 2',20.05.2021
777,https://akcern.am/en/property/4839,Code - 20606,For rent,600 USD,'Total area 66 m 2','Floor 5','Count of rooms 2',20.05.2021
778,https://akcern.am/en/property/13867,Code - 20452,For rent,500 USD,'Total area 60 m 2','Floor 2','Count of rooms 2',20.05.2021
779,https://akcern.am/en/property/2717,Code - 30445,For rent,"2,000 USD",'Total area 112 m 2','Floor 6','Count of rooms 3',20.05.2021
780,https://akcern.am/en/property/4212,Code - 20591,For rent,700 USD,'Total area 70 m 2','Floor 4','Count of rooms 2',20.05.2021
781,https://akcern.am/en/property/2949,Code - 40079,For rent,"1,500 USD",'Total area 107 m 2','Floor 4','Count of rooms 4',20.05.2021
782,https://akcern.am/en/property/603,Code - 40057,For rent,"1,000 USD",'Total area 145 m 2','Floor 1','Count of rooms 4',20.05.2021
783,https://akcern.am/en/property/7011,Code - 20640,For rent,550 USD,'Total area 71 m 2','Floor 5','Count of rooms 2',20.05.2021
784,https://akcern.am/en/property/9464,Code - 258441,For rent,500 USD,'Total area 64 m 2','Floor 3','Count of rooms 2',20.05.2021
785,https://akcern.am/en/property/10494,Code - 20531,For rent,500 USD,'Total area 60 m 2','Floor 3','Count of rooms 2',20.05.2021
786,https://akcern.am/en/property/5806,Code - 30527,For rent,600 USD,'Total area 92 m 2','Floor 1','Count of rooms 3',20.05.2021
787,https://akcern.am/en/property/489,Code - 20529,For rent,600 USD,'Total area 110 m 2','Floor 4','Count of rooms 2',20.05.2021
788,https://akcern.am/en/property/2961,Code - 20542,For rent,800 USD,'Total area 55 m 2','Floor 11','Count of rooms 2',20.05.2021
789,https://akcern.am/en/property/8701,Code - 30568,For rent,450 USD,'Total area 96 m 2','Floor 4','Count of rooms 3',20.05.2021
790,https://akcern.am/en/property/481,Code - 20524,For rent,500 USD,'Total area 72 m 2','Floor 4','Count of rooms 2',20.05.2021
791,https://akcern.am/en/property/16484,Code - 20594,For rent,700 USD,'Total area 75 m 2','Floor 4','Count of rooms 2',20.05.2021
792,https://akcern.am/en/property/7692,Code - 20655,For rent,600 USD,'Total area 63 m 2','Floor 10','Count of rooms 2',20.05.2021
793,https://akcern.am/en/property/4952,Code - 40096,For rent,500 USD,'Total area 92 m 2','Floor 2','Count of rooms 4',20.05.2021
794,https://akcern.am/en/property/226,Code - 20515,For rent,600 USD,'Total area 85 m 2','Floor 4','Count of rooms 2',20.05.2021
795,https://akcern.am/en/property/3940,Code - 20580,For rent,250 USD,'Total area 65 m 2','Floor 3','Count of rooms 2',20.05.2021
796,https://akcern.am/en/property/4752,Code - 30504,For rent,"1,000 USD",'Total area 110 m 2','Floor 2','Count of rooms 3',20.05.2021
797,https://akcern.am/en/property/5884,Code - 20627,For rent,350 USD,'Total area 64 m 2','Floor ','Count of rooms 2',20.05.2021
798,https://akcern.am/en/property/3184,Code - 20558,For rent,"1,000 USD",'Total area 73 m 2','Floor 13','Count of rooms 2',20.05.2021
799,https://akcern.am/en/property/16870,Code - 20657,For rent,800 USD,'Total area 72 m 2','Floor 4','Count of rooms 2',20.05.2021
